"product_name","new_cat","new_subcat","cat","subcat"
"Philips QT4000/15 Trimmer For Men","Beauty Products and Personal Care","Shaving and Grooming","Health and Wellness",
"Philips QT4001 Trimmer Black","Beauty Products and Personal Care","Shaving and Grooming","Health and Wellness",
"Philips QT4011 Trimmer Black","Beauty Products and Personal Care","Shaving and Grooming","Health and Wellness",
"Sobo Steam Vaporizer","Health and Wellness","null","Health and Wellness",
"Vkare Silicon Heel Pad","Health and Wellness","Massage and Pain Relief","Health and Wellness",
"Wahl 05537-2824 Trimmer White","Beauty Products and Personal Care","Shaving and Grooming","Health and Wellness",
"Waken Rechargeable Cloth Shaver Or Lint Remover","Beauty Products and Personal Care","Shaving and Grooming","Health and Wellness",
"Multi colour Floral Printed Fleece Blanket (set of2)","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Multi-purpose Wooden Laptop Table","Computers, Laptops and Accessories","Computer Components and Accessories","Home and Kitchen","Furniture"
"Multipurpose office lunch  shopping  grocery  gift bag","Handbags, Bags and Luggage","Luggage and Bags","Home and Kitchen","Furniture"
"Murphy Medical Infrared Heating Lamp For Pain Relief","Health and Wellness","Massage and Pain Relief","Home and Kitchen","Home Decor"
"NE Led Bulb 15W (Set of 10 Pcs)","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Nelcon Non stick Frying pan,CF- cotton bedsheet,Jaipuri double Razai,CG- cotton bedsh","Home and Kitchen","Kitchenware","Home and Kitchen","Home Furnishing"
"Nemis Black Printed Polyester Top (Size: M)","Apparel and Accessories","Women's Clothing","Home and Kitchen","Home Furnishing"
"New Saraswati Yantra On Copper Sheet","Home and Kitchen","null","Home and Kitchen","Home Furnishing"
"NeXtime White Stripe Wall Clock","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Non-Slip Dash Mat for Car Office (Set of 2)","Automotive","Car Accessories","Home and Kitchen","Furniture"
"Numen Spark Apple Cheeks-ocean Blue Dual-scent Votive Candle(pack Of 6)","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Oem Square 510 Digital Alarm Temperature Calender Table Clock","Uncategorized","null","Home and Kitchen","Home Decor"
"Optimistic Home Furnishing Poly Cotton Cushion Cover (set Of 2)","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Pack of 3 Designer Double Bed Sheet & 6 Pillow Covers|Kolaweri Design Eyelet Door Curtain (Pack of 2) - 5 option","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Panache Black 3d Wall Clock","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Panache Butterfly Analog Wall Clock","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Paras Happy Man Showpiece","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Pebbleyard Black Wood Photo Frames","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Furniture"
"Pebbleyard Red Wood Photo Frames","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Furniture"
"Pebbleyard XXL Classic Bean Bag - (Cover without beans)","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Furniture"
"Pendulum Wall Clock Plaza M23","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Pendulum Wall Clock Plaza M24","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Pendulum Wall Clock Plaza M26","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Pendulum Wall Clock Plaza M29","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Pendulum Wall Clock Plaza M34","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Philips - FCG310 Wall Spot Nickel 1 X 40W 240V","Electronics and Appliances","Home and Kitchen Appliances","Home and Kitchen","Home Decor"
"Philips - Qwg325 Wall Light","Electronics and Appliances","Home and Kitchen Appliances","Home and Kitchen","Home Decor"
"Philips 14W LED Bulb","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Philips White 12.5 Watt Led Light Bulb","Electronics and Appliances","Home and Kitchen Appliances","Home and Kitchen","Home Decor"
"photo frame- 9 in 1 collage","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Pied Piper Intelligent Pest Repellent","Home and Kitchen","null","Home and Kitchen","Home Furnishing"
"PINDIA Multicolour Giraffe Monkey & Tree & Trees With Colorful Round Leaves Design Wall Sticker - Buy 1 Get 32","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Pindia Tree Branches & Bird Wall Sticker","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Pizza Hut Combo","Grocery and Gourmet Food","null","Home and Kitchen","Home Decor"
"Platex Modern 360 Degree Spin Mop","Home and Kitchen","Kitchenware","Home and Kitchen","Furniture"
"Plaza Round Wall clock 12 inches","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"poster","Unclear","null","Home and Kitchen","Home Decor"
"PrintStar Floral Design Floral Single Blanket","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Radiance Designer Metal Antique 12w Wall Light","Electronics and Appliances","Home and Kitchen Appliances","Home and Kitchen","Home Decor"
"Rainfun Multicolour Polyester Mosquito Net For Single Bed","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Raixo Floor Cleaner- Set Of 5 Piece","Home and Kitchen","null","Home and Kitchen","Home Furnishing"
"Raixo Floor Cleaner- Set Of 6 Piece","Home and Kitchen","Kitchenware","Home and Kitchen","Home Furnishing"
"Rangasthali Cotton Printed 4 Double Bed Sheet With 8 Pillow Cover","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Rangasthali Multi Printed Cotton Double Bed Sheet With 2 Pillow Cover","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Recron White Stripes Pillow (Joy)","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Regis Wooden Wall Shelf- 45 cm","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"RK's-Cartoon Prints Winnie the Pooh AC Reversible Blanket - Single Bed","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"RR Apple Design LED Watch","Watches, Eyewear and Jewellery","Watches","Home and Kitchen","Home Decor"
"Ruchi White Pvc 9 Watt Led Bulb - Set Of 6","Electronics and Appliances","Home and Kitchen Appliances","Home and Kitchen","Home Decor"
"Ryna 50w Led Flood Light - White","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Ryna White Aluminium 3w Square Led Panel Light - Pack Of 10,Ryna 3w Square Led Panel Light-white Color-pack Of 5 Pcs","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"S C Handicrafts Showpiece  -  4 cm","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"S Kumars Love Touch Blue Cotton Bathrobe Bathrobes (Medium)","Apparel and Accessories","null","Home and Kitchen","Home Furnishing"
"S4S Colored 100% Cotton Handkerchiefs-Pack of 12","Apparel and Accessories","null","Home and Kitchen","Home Furnishing"
"Saaz Dekor Rejuvenating Polyester Double  Bed Sheet With 2 Pillow Covers","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Saffron Multi Stand","Home and Kitchen","Kitchenware","Home and Kitchen","Home Decor"
"Sai Arpan Flower Print maroon Window Curtain","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Sai Arpan Flower Printed Door Curtain","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Salona Bichona Gulmohar Bolsters Cover","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Sangaitap Height Increasing Shoe Insoles + Led Candle+ 1 Led Balloon Combo","Shoes and Footwear","null","Home and Kitchen","Home Decor"
"Sanganeri Set of 2 Cotton Razai with Gold Print - AKSO","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Satcap Vintage Antipiling Fleece Purple Stripes Polyester Double Bed Blanket","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Secret of the Season - MTV Muah","Beauty Products and Personal Care","Everyday Makeup","Home and Kitchen","Home Decor"
"Selfcare Thong Panties Multi Colour - Set Of 3 (Size: L)","Apparel and Accessories","Women's Clothing","Home and Kitchen","Home Furnishing"
"Set of 2 Jaipuri Silk Razai with Gold Print - AKSO","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Set of 2 Rock Light 2 in 1   12 LED Rechargeable Emergency Light   3 LED Bright","Electronics and Appliances","Home and Kitchen Appliances","Home and Kitchen","Home Decor"
"Setof 5 Polycotton Bedsheets with 10 Pillow Covers, 1 Carpet, 1 AC Blanket, 2 Footmats, 6 Table Mats with Coasters & 1 Dual Sim Mobile","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Sevilla Leaves Rugs & Carpets,","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Shades of Paradise Cream & Black Duvet Cover,","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Shapy 50W LED Outdoor Flood Light Pack Of 2","Electronics and Appliances","null","Home and Kitchen","Home Decor"
"Shop Rajasthan Floral Single Cotton Bed Sheet Purple & Yellow","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Shopcrats Blue Mickey Cartoon Printed 3d Double Bedsheet With 2 Pillow Covers","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Signature Flano Buy 1 Get 1 Free Blanket-Purple Beauty","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Sk Metal Set Up Box Stand Metal Wall Shelf With Free Mobile Holder","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Skumars Love Touch Knitted Cotton Hand Towel Set","Home and Kitchen","null","Home and Kitchen","Home Furnishing"
"Smokers Hookah Coal (120 bricks)","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Snb LED Full Colour 360 Rotating Spot Light Lamp For Party Dance Decorations celebrations (pack of 10 lamps + 10 socket holders)","Electronics and Appliances","Home and Kitchen Appliances","Home and Kitchen","Home Decor"
"Soft Buddies Teddy Bear - 105 cm (Colour: Brown)","Toys and Games","null","Home and Kitchen","Home Furnishing"
"Soi Golden Table Lamp With Lining","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Soi Impex 9 Led Outdoor 10 Watt Flood Light (Pure White) - Set of 2","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Somyaleger Pyramid Shaped Red Lamp","Electronics and Appliances","Home and Kitchen Appliances","Home and Kitchen","Home Decor"
"Speedwav 3D Beige Car Floor / Foot Mats - Hyundai Verna Fluidic, 26237","Automotive","Car Accessories","Home and Kitchen","Home Furnishing"
"Spinach (Palak) Seeds - Kitchen Gardening Pack","Home and Kitchen","Kitchenware","Home and Kitchen","Home Furnishing"
"Ssmitn Red Rose Dress With Ruffles (Size: 4-5 years)","Apparel and Accessories","Kids' Clothing","Home and Kitchen","Home Decor"
"Status Gypsy Floor mat -Buy 1 Get 1 (Size: 36cm x 56cm)","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Story   Home Blue Impression 3d Double Bed Sheet","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Story   Home Designer Dining Table Place Mat - Set Of 4","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Story   Home Metro Mix N Match 100% Cotton Double Bed Sheet","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Story   Home Multi-colour Printed Poly Cotton Double Bedsheet With 2 Pillow Cover (buy 1 Get1)","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Story @ Home 1 Double Bedsheet With 2 Pillow Cover","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Story @ Home Coffee Beans Designer Double Bedsheet","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Story @ Home Footbal And Net Designer Double Bedsheet","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Story @ Home Red 100% Cotton Candy 1 Double Bedsheet With 2 Pillow Cover","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Story Designer Different Six Line Single Bedsheet (2 Bedsheets with 2 Pillow Cover)","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Story Designer Grey And Blue White Line Single Bedsheet (2 Bedsheets with 2 Pillow Cover)","Home and Kitchen","Kitchenware","Home and Kitchen","Home Furnishing"
"Story home Blue Printed Double Bedsheet With 2 Pillow Cover","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Stunt Car (Assorted Colors & Design)","Toys and Games","null","Home and Kitchen","Home Decor"
"Style Homez Grey Chair Bean Bag","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Furniture"
"Styleco Black 6 Picture Photo Frame","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Stylish Hookah","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Stylish Pendulum Wall Clock PaLZa 22","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Stylistry Red & Beige Floral Poly Cotton Double Bedsheet With 2 Pillow Covers","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Super Spreads - Pack of 4 Digital Printed Bedsheest by Valtellina","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Furnishing"
"Superscape Outdoor Lighting Gate Pillar Post Lighting Gl4598","Electronics and Appliances","Home and Kitchen Appliances","Home and Kitchen","Home Decor"
